Order_ID,Order_Date,Sales,Profit,Quantity,Discount,Category,Sub_Category,Region,State,Segment,Customer_ID,Customer_Name,Ship_Days,Year,Month,Quarter
CA-2016-152072,2016-01-15,254.97,91.7892,3,0.0,Technology,Accessories,East,New Jersey,Home Office,Dp-13240,Dean percer,4,2016,1,1
CA-2016-102932,2016-09-19,25.44,12.72,6,0.0,Office Supplies,Binders,East,New Jersey,Home Office,SD-20485,Shirley Daniels,4,2016,9,3
CA-2016-102932,2016-09-19,27.93,8.0997,3,0.0,Office Supplies,Supplies,East,New Jersey,Home Office,SD-20485,Shirley Daniels,4,2016,9,3
CA-2014-165540,2014-02-21,8.85,-13.7175,5,0.8,Office Supplies,Binders,Central,Illinois,Consumer,TM-21010,Tamara Manning,4,2014,2,1
CA-2016-130799,2016-11-11,6.96,2.2272,4,0.0,Furniture,Furnishings,West,California,Consumer,BK-11260,Berenike Kampe,5,2016,11,4
CA-2016-164483,2016-01-30,17.456,5.8914,2,0.2,Office Supplies,Binders,West,California,Consumer,JF-15490,Jeremy Farry,4,2016,1,1
US-2016-159856,2016-10-18,307.92,-34.641,5,0.2,Furniture,Chairs,West,Arizona,Consumer,EP-13915,Emily Phan,4,2016,10,4
CA-2017-102099,2017-12-18,6.63,1.7901,3,0.0,Office Supplies,Art,West,California,Consumer,EP-13915,Emily Phan,1,2017,12,4
CA-2017-102099,2017-12-18,12.96,6.2208,2,0.0,Office Supplies,Paper,West,California,Consumer,EP-13915,Emily Phan,1,2017,12,4
CA-2017-102099,2017-12-18,32.4,15.552,5,0.0,Office Supplies,Paper,West,California,Consumer,EP-13915,Emily Phan,1,2017,12,4
CA-2017-164049,2017-11-02,23.85,10.7325,5,0.0,Office Supplies,Paper,West,Washington,Corporate,KH-16630,Ken Heidel,4,2017,11,4
CA-2014-142727,2014-04-29,51.96,12.99,2,0.0,Furniture,Chairs,South,Louisiana,Consumer,HG-14845,Harry Greene,2,2014,4,2
CA-2014-142727,2014-04-29,17.94,8.6112,3,0.0,Office Supplies,Binders,South,Louisiana,Consumer,HG-14845,Harry Greene,2,2014,4,2
CA-2017-139913,2017-10-23,11.56,5.6644,2,0.0,Office Supplies,Paper,East,New York,Corporate,JC-16105,Julie Creighton,6,2017,10,4
CA-2017-139913,2017-10-23,26.4,11.88,5,0.0,Office Supplies,Paper,East,New York,Corporate,JC-16105,Julie Creighton,6,2017,10,4
CA-2017-139913,2017-10-23,69.08,29.0136,11,0.0,Furniture,Furnishings,East,New York,Corporate,JC-16105,Julie Creighton,6,2017,10,4
CA-2017-139913,2017-10-23,35.88,10.0464,3,0.0,Technology,Phones,East,New York,Corporate,JC-16105,Julie Creighton,6,2017,10,4
CA-2014-169033,2014-03-30,49.65,20.853,5,0.0,Office Supplies,Art,East,New York,Consumer,KM-16720,Kunst Miller,4,2014,3,1
US-2016-164630,2016-01-04,959.968,119.996,4,0.2,Technology,Copiers,South,North Carolina,Corporate,EB-13975,Erica Bern,5,2016,1,1
US-2015-114839,2015-04-26,408.422,-5.8346,2,0.3,Furniture,Chairs,Central,Texas,Consumer,PW-19240,Pierre Wener,4,2015,4,2
CA-2015-166464,2015-09-12,479.984,59.998,2,0.2,Technology,Copiers,East,New York,Consumer,PG-18895,Paul Gonzalez,5,2015,9,3
CA-2015-166464,2015-09-12,12.6,6.048,4,0.0,Office Supplies,Labels,East,New York,Consumer,PG-18895,Paul Gonzalez,5,2015,9,3
CA-2017-124898,2017-09-11,184.66,84.9436,7,0.0,Office Supplies,Paper,South,Georgia,Home Office,DB-12910,Daniel Byrd,4,2017,9,3
CA-2016-164035,2016-06-12,23.12,8.381,5,0.2,Office Supplies,Paper,Central,Illinois,Consumer,CR-12730,Craig Reiter,5,2016,6,2
CA-2016-153577,2016-06-27,37.464,12.1758,7,0.2,Office Supplies,Paper,Central,Illinois,Corporate,KH-16330,Katharine Harms,4,2016,6,2
CA-2016-153577,2016-06-27,539.658,-7.7094,3,0.3,Furniture,Chairs,Central,Illinois,Corporate,KH-16330,Katharine Harms,4,2016,6,2
CA-2014-127586,2014-09-26,310.12,80.6312,2,0.0,Office Supplies,Storage,West,Washington,Home Office,CS-12400,Christopher Schild,4,2014,9,3
CA-2017-121615,2017-11-03,8.56,3.852,2,0.0,Office Supplies,Paper,Central,Minnesota,Consumer,DL-12925,Daniel Lacy,6,2017,11,4
CA-2017-121615,2017-11-03,52.4,14.148,5,0.0,Office Supplies,Storage,Central,Minnesota,Consumer,DL-12925,Daniel Lacy,6,2017,11,4
CA-2017-121615,2017-11-03,14.94,6.8724,3,0.0,Office Supplies,Labels,Central,Minnesota,Consumer,DL-12925,Daniel Lacy,6,2017,11,4
CA-2017-166415,2017-02-19,11.22,0.2244,3,0.0,Office Supplies,Fasteners,West,Washington,Consumer,ME-17725,Max Engle,4,2017,2,1
CA-2015-118444,2015-11-05,387.136,24.196,4,0.2,Office Supplies,Appliances,South,Florida,Consumer,VD-21670,Valerie Dominguez,4,2015,11,4
CA-2014-113929,2014-06-16,41.4,19.458,5,0.0,Office Supplies,Envelopes,East,New York,Consumer,CK-12205,Chloris Kastensmidt,5,2014,6,2
CA-2014-113929,2014-06-16,35.0,10.5,4,0.0,Office Supplies,Art,East,New York,Consumer,CK-12205,Chloris Kastensmidt,5,2014,6,2
CA-2014-113929,2014-06-16,39.552,14.3376,3,0.2,Office Supplies,Binders,East,New York,Consumer,CK-12205,Chloris Kastensmidt,5,2014,6,2
CA-2015-134747,2015-10-12,135.72,35.2872,3,0.0,Technology,Phones,Central,Indiana,Consumer,DL-12925,Daniel Lacy,5,2015,10,4
CA-2015-134747,2015-10-12,12.56,5.652,2,0.0,Office Supplies,Binders,Central,Indiana,Consumer,DL-12925,Daniel Lacy,5,2015,10,4
CA-2015-134747,2015-10-12,263.96,71.2692,4,0.0,Technology,Phones,Central,Indiana,Consumer,DL-12925,Daniel Lacy,5,2015,10,4
CA-2017-155047,2017-08-27,5.952,0.372,1,0.2,Office Supplies,Art,Central,Texas,Consumer,SE-20110,Sanjit Engle,3,2017,8,3
CA-2016-160129,2016-11-23,15.8,2.37,5,0.2,Office Supplies,Fasteners,East,Pennsylvania,Corporate,LS-17200,Luke Schmidt,0,2016,11,4
CA-2016-160129,2016-11-23,14.368,3.9512,2,0.2,Furniture,Furnishings,East,Pennsylvania,Corporate,LS-17200,Luke Schmidt,0,2016,11,4
CA-2016-160129,2016-11-23,70.448,12.3284,7,0.2,Furniture,Furnishings,East,Pennsylvania,Corporate,LS-17200,Luke Schmidt,0,2016,11,4
CA-2017-164329,2017-01-30,129.3,6.465,2,0.0,Office Supplies,Storage,West,California,Consumer,MM-17920,Michael Moore,0,2017,1,1
US-2015-141453,2015-11-30,3.882,-5.823,3,0.8,Office Supplies,Binders,Central,Texas,Home Office,DB-13270,Deborah Brumfield,3,2015,11,4
CA-2014-156993,2014-06-28,6.08,3.04,1,0.0,Office Supplies,Fasteners,Central,Michigan,Corporate,RW-19630,Rob Williams,6,2014,6,2
CA-2014-157721,2014-09-02,19.9,8.955,1,0.0,Office Supplies,Appliances,East,New York,Consumer,JM-16195,Justin MacKendrick,3,2014,9,3
CA-2014-157721,2014-09-02,70.71,4.9497,1,0.0,Furniture,Furnishings,East,New York,Consumer,JM-16195,Justin MacKendrick,3,2014,9,3
CA-2017-128629,2017-07-10,18.84,7.9128,3,0.0,Furniture,Furnishings,South,Georgia,Consumer,BP-11155,Becky Pak,4,2017,7,3
CA-2017-158106,2017-06-04,8.64,2.5056,3,0.0,Office Supplies,Art,Central,Minnesota,Consumer,CT-11995,Carol Triggs,6,2017,6,2
US-2017-120390,2017-10-19,1633.188,-1306.5504,4,0.7,Office Supplies,Binders,South,North Carolina,Home Office,TH-21550,Tracy Hopkins,7,2017,10,4
CA-2017-143434,2017-11-18,19.76,8.2992,4,0.0,Furniture,Furnishings,Central,Michigan,Home Office,ME-17320,Maria Etezadi,6,2017,11,4
CA-2015-168564,2015-08-08,6.608,2.2302,2,0.2,Office Supplies,Binders,West,California,Consumer,TT-21220,Thomas Thornton,0,2015,8,3
CA-2015-168564,2015-08-08,7.28,2.73,2,0.2,Office Supplies,Binders,West,California,Consumer,TT-21220,Thomas Thornton,0,2015,8,3
CA-2015-168564,2015-08-08,144.784,10.8588,1,0.2,Furniture,Chairs,West,California,Consumer,TT-21220,Thomas Thornton,0,2015,8,3
US-2016-169040,2016-12-06,156.792,13.7193,1,0.2,Technology,Phones,West,Washington,Consumer,GT-14710,Greg Tran,6,2016,12,4
US-2016-169040,2016-12-06,431.976,26.9985,3,0.2,Technology,Phones,West,Washington,Consumer,GT-14710,Greg Tran,6,2016,12,4
US-2016-169040,2016-12-06,35.89,16.1505,1,0.0,Office Supplies,Envelopes,West,Washington,Consumer,GT-14710,Greg Tran,6,2016,12,4
US-2016-169040,2016-12-06,47.208,15.3426,7,0.2,Office Supplies,Binders,West,Washington,Consumer,GT-14710,Greg Tran,6,2016,12,4
US-2016-169040,2016-12-06,248.08,116.5976,7,0.0,Office Supplies,Paper,West,Washington,Consumer,GT-14710,Greg Tran,6,2016,12,4
US-2016-169040,2016-12-06,189.7,89.159,5,0.0,Office Supplies,Paper,West,Washington,Consumer,GT-14710,Greg Tran,6,2016,12,4
US-2016-169040,2016-12-06,59.808,19.4376,3,0.2,Office Supplies,Binders,West,Washington,Consumer,GT-14710,Greg Tran,6,2016,12,4
CA-2017-155880,2017-03-25,90.99,14.5584,1,0.0,Furniture,Chairs,Central,Wisconsin,Corporate,JD-16150,Justin Deggeller,6,2017,3,1
CA-2017-155880,2017-03-25,1526.56,427.4368,7,0.0,Furniture,Chairs,Central,Wisconsin,Corporate,JD-16150,Justin Deggeller,6,2017,3,1
CA-2017-155880,2017-03-25,368.97,40.5867,3,0.0,Furniture,Chairs,Central,Wisconsin,Corporate,JD-16150,Justin Deggeller,6,2017,3,1
CA-2017-126242,2017-11-19,305.01,76.2525,9,0.0,Office Supplies,Storage,West,California,Consumer,MC-18100,Mick Crebagga,5,2017,11,4
CA-2017-126242,2017-11-19,18.7,7.106,1,0.0,Furniture,Furnishings,West,California,Consumer,MC-18100,Mick Crebagga,5,2017,11,4
CA-2016-166443,2016-11-04,38.29,16.4647,7,0.0,Furniture,Furnishings,West,California,Consumer,LH-17020,Lisa Hazard,1,2016,11,4
CA-2017-169859,2017-12-14,26.25,11.025,3,0.0,Furniture,Furnishings,West,California,Home Office,MP-18175,Mike Pelletier,4,2017,12,4
CA-2017-169859,2017-12-14,64.96,22.736,14,0.2,Office Supplies,Binders,West,California,Home Office,MP-18175,Mike Pelletier,4,2017,12,4
CA-2017-169859,2017-12-14,43.7,20.539,5,0.0,Office Supplies,Envelopes,West,California,Home Office,MP-18175,Mike Pelletier,4,2017,12,4
CA-2017-134915,2017-11-12,41.6,13.0,4,0.2,Technology,Accessories,West,Arizona,Home Office,EM-14140,Eugene Moren,0,2017,11,4
CA-2017-134915,2017-11-12,23.12,8.381,5,0.2,Office Supplies,Paper,West,Arizona,Home Office,EM-14140,Eugene Moren,0,2017,11,4
CA-2017-134915,2017-11-12,113.888,9.9652,2,0.2,Furniture,Chairs,West,Arizona,Home Office,EM-14140,Eugene Moren,0,2017,11,4
CA-2017-134915,2017-11-12,113.568,-5.6784,2,0.2,Furniture,Furnishings,West,Arizona,Home Office,EM-14140,Eugene Moren,0,2017,11,4
CA-2017-134915,2017-11-12,7.92,0.693,2,0.2,Technology,Phones,West,Arizona,Home Office,EM-14140,Eugene Moren,0,2017,11,4
CA-2017-134915,2017-11-12,671.984,50.3988,2,0.2,Technology,Phones,West,Arizona,Home Office,EM-14140,Eugene Moren,0,2017,11,4
CA-2016-153353,2016-08-18,39.99,11.5971,1,0.0,Technology,Phones,East,New York,Corporate,GG-14650,Greg Guthrie,6,2016,8,3
CA-2017-123638,2017-06-27,191.646,31.941,3,0.1,Furniture,Chairs,East,New York,Home Office,MA-17995,Michelle Arnett,7,2017,6,2
CA-2017-168900,2017-05-04,2.313,-1.9275,1,0.7,Office Supplies,Binders,East,Ohio,Consumer,SH-20395,Shahid Hopkins,5,2017,5,2
CA-2015-158456,2015-12-24,19.936,7.2268,4,0.2,Office Supplies,Binders,West,California,Consumer,KT-16465,Kean Takahito,5,2015,12,4
CA-2015-158456,2015-12-24,45.92,21.5824,4,0.0,Office Supplies,Fasteners,West,California,Consumer,KT-16465,Kean Takahito,5,2015,12,4
CA-2017-143665,2017-04-26,20.34,9.3564,3,0.0,Office Supplies,Paper,West,Washington,Home Office,PO-19180,Philisse Overcash,5,2017,4,2
CA-2017-143665,2017-04-26,39.28,19.2472,8,0.0,Office Supplies,Labels,West,Washington,Home Office,PO-19180,Philisse Overcash,5,2017,4,2
CA-2017-137428,2017-12-16,81.568,9.1764,2,0.2,Furniture,Chairs,West,California,Corporate,AY-10555,Andy Yotov,5,2017,12,4
CA-2017-137428,2017-12-16,97.184,6.074,2,0.2,Furniture,Chairs,West,California,Corporate,AY-10555,Andy Yotov,5,2017,12,4
CA-2017-137428,2017-12-16,24.32,8.208,5,0.2,Office Supplies,Binders,West,California,Corporate,AY-10555,Andy Yotov,5,2017,12,4
CA-2017-137428,2017-12-16,18.96,7.584,2,0.0,Furniture,Furnishings,West,California,Corporate,AY-10555,Andy Yotov,5,2017,12,4
CA-2014-162866,2014-12-27,32.952,-19.7712,6,0.6,Furniture,Furnishings,Central,Illinois,Consumer,Co-12640,Corey-Lock,4,2014,12,4
CA-2014-162866,2014-12-27,30.016,3.0016,4,0.2,Office Supplies,Storage,Central,Illinois,Consumer,Co-12640,Corey-Lock,4,2014,12,4
CA-2017-167941,2017-11-06,499.584,43.7136,3,0.2,Office Supplies,Appliances,South,North Carolina,Consumer,JF-15565,Jill Fjeld,3,2017,11,4
CA-2017-167941,2017-11-06,31.104,10.8864,6,0.2,Office Supplies,Paper,South,North Carolina,Consumer,JF-15565,Jill Fjeld,3,2017,11,4
CA-2017-167941,2017-11-06,13.272,-10.6176,8,0.7,Office Supplies,Binders,South,North Carolina,Consumer,JF-15565,Jill Fjeld,3,2017,11,4
CA-2017-167941,2017-11-06,28.272,6.3612,2,0.2,Furniture,Furnishings,South,North Carolina,Consumer,JF-15565,Jill Fjeld,3,2017,11,4
CA-2017-167941,2017-11-06,259.136,-51.8272,4,0.2,Office Supplies,Storage,South,North Carolina,Consumer,JF-15565,Jill Fjeld,3,2017,11,4
CA-2017-111808,2017-12-16,10.8,5.184,5,0.0,Office Supplies,Binders,Central,Oklahoma,Consumer,AR-10510,Andrew Roberts,4,2017,12,4
CA-2015-137512,2015-05-07,244.006,-31.3722,2,0.3,Furniture,Tables,Central,Texas,Consumer,AG-10675,Anna Gayman,5,2015,5,2
CA-2015-137512,2015-05-07,15.936,5.3784,4,0.2,Office Supplies,Paper,Central,Texas,Consumer,AG-10675,Anna Gayman,5,2015,5,2
CA-2017-139773,2017-12-04,188.552,-2.6936,7,0.3,Furniture,Chairs,East,Pennsylvania,Corporate,DV-13045,Darrin Van Huff,0,2017,12,4
CA-2017-134607,2017-10-03,22.58,5.8708,2,0.0,Office Supplies,Storage,East,New York,Consumer,HL-15040,Hunter Lopez,5,2017,10,4
CA-2014-109232,2014-01-13,545.94,87.3504,6,0.0,Furniture,Chairs,South,South Carolina,Consumer,ND-18370,Natalie DeCherney,3,2014,1,1
CA-2015-139850,2015-06-12,20.736,7.2576,4,0.2,Office Supplies,Paper,East,Pennsylvania,Consumer,GB-14575,Giulietta Baptist,5,2015,6,2
CA-2015-139850,2015-06-12,43.296,4.3296,2,0.2,Furniture,Furnishings,East,Pennsylvania,Consumer,GB-14575,Giulietta Baptist,5,2015,6,2
CA-2014-131310,2014-07-12,123.136,13.8528,4,0.2,Furniture,Chairs,West,Washington,Consumer,CL-12565,Clay Ludtke,6,2014,7,3
CA-2014-131310,2014-07-12,11.264,3.8016,4,0.2,Office Supplies,Binders,West,Washington,Consumer,CL-12565,Clay Ludtke,6,2014,7,3
US-2014-112872,2014-12-06,53.424,4.6746,3,0.2,Office Supplies,Storage,West,Oregon,Consumer,RC-19960,Ryan Crowe,5,2014,12,4
US-2014-112872,2014-12-06,275.49,-170.8038,1,0.5,Furniture,Tables,West,Oregon,Consumer,RC-19960,Ryan Crowe,5,2014,12,4
CA-2016-139269,2016-05-25,24.96,6.24,4,0.0,Furniture,Furnishings,South,Georgia,Home Office,JB-16045,Julia Barnett,5,2016,5,2
CA-2016-139269,2016-05-25,19.36,9.2928,2,0.0,Office Supplies,Paper,South,Georgia,Home Office,JB-16045,Julia Barnett,5,2016,5,2
CA-2016-139269,2016-05-25,1267.65,152.118,9,0.0,Office Supplies,Storage,South,Georgia,Home Office,JB-16045,Julia Barnett,5,2016,5,2
CA-2016-139010,2016-02-21,12.99,0.7794,1,0.0,Technology,Accessories,West,California,Corporate,MC-17635,Matthew Clasen,5,2016,2,1
CA-2016-139010,2016-02-21,18.56,6.496,4,0.2,Office Supplies,Binders,West,California,Corporate,MC-17635,Matthew Clasen,5,2016,2,1
CA-2016-139010,2016-02-21,449.15,8.983,5,0.0,Office Supplies,Storage,West,California,Corporate,MC-17635,Matthew Clasen,5,2016,2,1
CA-2016-139010,2016-02-21,31.248,10.9368,7,0.2,Office Supplies,Binders,West,California,Corporate,MC-17635,Matthew Clasen,5,2016,2,1
CA-2016-134376,2016-10-02,61.44,16.5888,3,0.0,Office Supplies,Appliances,East,New York,Corporate,TT-21265,Tim Taslimi,4,2016,10,4
CA-2017-147291,2017-03-11,895.92,421.0824,4,0.0,Office Supplies,Binders,Central,Michigan,Consumer,MJ-17740,Max Jones,6,2017,3,1
CA-2016-112893,2016-09-09,55.36,18.684,4,0.2,Office Supplies,Binders,West,California,Consumer,AT-10735,Annie Thurman,4,2016,9,3
US-2014-150532,2014-07-14,55.92,6.291,5,0.2,Office Supplies,Storage,West,Arizona,Consumer,PB-19150,Philip Brown,7,2014,7,3
CA-2014-138317,2014-06-21,24.896,8.4024,4,0.2,Office Supplies,Envelopes,East,Pennsylvania,Consumer,NW-18400,Natalie Webber,4,2014,6,2
CA-2014-138317,2014-06-21,3.984,0.6474,1,0.2,Furniture,Furnishings,East,Pennsylvania,Consumer,NW-18400,Natalie Webber,4,2014,6,2
CA-2014-138317,2014-06-21,95.968,28.7904,4,0.2,Technology,Accessories,East,Pennsylvania,Consumer,NW-18400,Natalie Webber,4,2014,6,2
CA-2014-138317,2014-06-21,206.991,-172.4925,3,0.7,Technology,Machines,East,Pennsylvania,Consumer,NW-18400,Natalie Webber,4,2014,6,2
CA-2014-138317,2014-06-21,44.416,3.8864,2,0.2,Office Supplies,Appliances,East,Pennsylvania,Consumer,NW-18400,Natalie Webber,4,2014,6,2
CA-2014-138317,2014-06-21,9.006,-7.2048,2,0.7,Office Supplies,Binders,East,Pennsylvania,Consumer,NW-18400,Natalie Webber,4,2014,6,2
CA-2015-130610,2015-07-05,19.0,8.93,5,0.0,Office Supplies,Binders,Central,Michigan,Home Office,VP-21730,Victor Preis,5,2015,7,3
CA-2017-104381,2017-12-16,33.376,10.43,4,0.2,Office Supplies,Binders,East,New York,Home Office,RD-19810,Ross DeVincentis,7,2017,12,4
CA-2016-131499,2016-09-08,207.48,62.244,1,0.0,Office Supplies,Appliances,East,New York,Home Office,MG-17875,Michael Grace,2,2016,9,3
CA-2014-148761,2014-05-17,91.68,45.84,3,0.0,Office Supplies,Binders,Central,Wisconsin,Home Office,PA-19060,Pete Armstrong,4,2014,5,2
CA-2017-116519,2017-10-13,904.9,253.372,5,0.0,Office Supplies,Appliances,East,New York,Consumer,CR-12730,Craig Reiter,2,2017,10,4
CA-2014-130729,2014-10-24,34.272,11.1384,3,0.2,Office Supplies,Binders,West,California,Consumer,AA-10375,Allen Armold,5,2014,10,4
CA-2016-124772,2016-12-05,191.82,74.8098,3,0.0,Furniture,Furnishings,South,Kentucky,Consumer,JG-15160,James Galang,1,2016,12,4
CA-2016-115525,2016-07-25,243.88,27.4365,5,0.2,Office Supplies,Appliances,East,Ohio,Corporate,RR-19525,Rick Reed,4,2016,7,3
CA-2017-134845,2017-04-17,12.03,-9.223,5,0.7,Office Supplies,Binders,West,Colorado,Home Office,SR-20425,Sharelle Roach,6,2017,4,2
CA-2017-134845,2017-04-17,2549.985,-3399.98,5,0.7,Technology,Machines,West,Colorado,Home Office,SR-20425,Sharelle Roach,6,2017,4,2
CA-2017-134845,2017-04-17,21.594,-15.8356,2,0.7,Office Supplies,Binders,West,Colorado,Home Office,SR-20425,Sharelle Roach,6,2017,4,2
CA-2017-134845,2017-04-17,8.964,-6.5736,6,0.7,Office Supplies,Binders,West,Colorado,Home Office,SR-20425,Sharelle Roach,6,2017,4,2
CA-2017-134845,2017-04-17,20.736,7.2576,4,0.2,Office Supplies,Paper,West,Colorado,Home Office,SR-20425,Sharelle Roach,6,2017,4,2
US-2015-138919,2015-09-17,344.22,-103.266,2,0.4,Furniture,Tables,East,New York,Home Office,LS-16975,Lindsay Shagiari,4,2015,9,3
US-2016-160528,2016-08-23,727.296,-172.7328,8,0.2,Office Supplies,Storage,Central,Texas,Home Office,MH-18115,Mick Hernandez,7,2016,8,3
US-2016-160528,2016-08-23,22.608,-10.1736,3,0.6,Furniture,Furnishings,Central,Texas,Home Office,MH-18115,Mick Hernandez,7,2016,8,3
US-2016-160528,2016-08-23,666.4,-33.32,7,0.2,Technology,Accessories,Central,Texas,Home Office,MH-18115,Mick Hernandez,7,2016,8,3
CA-2015-123568,2015-11-08,5.04,0.2016,3,0.0,Office Supplies,Fasteners,West,Utah,Consumer,SC-20095,Sanjit Chand,6,2015,11,4
CA-2015-123568,2015-11-08,92.94,41.823,3,0.0,Office Supplies,Paper,West,Utah,Consumer,SC-20095,Sanjit Chand,6,2015,11,4
CA-2015-123568,2015-11-08,66.69,22.0077,3,0.0,Furniture,Furnishings,West,Utah,Consumer,SC-20095,Sanjit Chand,6,2015,11,4
CA-2015-123568,2015-11-08,91.68,28.65,5,0.2,Office Supplies,Binders,West,Utah,Consumer,SC-20095,Sanjit Chand,6,2015,11,4
CA-2017-124674,2017-11-17,327.7328,-14.4588,2,0.32,Furniture,Bookcases,Central,Texas,Consumer,JB-16000,Joy Bell-,6,2017,11,4
CA-2015-164441,2015-11-08,52.272,17.6418,11,0.2,Office Supplies,Binders,East,New York,Consumer,AC-10450,Amy Cox,5,2015,11,4
CA-2015-164441,2015-11-08,17.94,8.073,3,0.0,Office Supplies,Paper,East,New York,Consumer,AC-10450,Amy Cox,5,2015,11,4
CA-2017-169054,2017-04-22,254.352,0.0,3,0.2,Furniture,Furnishings,East,Pennsylvania,Home Office,MO-17800,Meg O'Connel,4,2017,4,2
CA-2014-106719,2014-08-24,8.288,2.6936,2,0.2,Office Supplies,Binders,West,Montana,Corporate,RB-19645,Robert Barroso,0,2014,8,3
CA-2017-116855,2017-12-17,504.9,80.784,5,0.0,Furniture,Chairs,South,Virginia,Consumer,AI-10855,Arianne Irving,4,2017,12,4
US-2016-164189,2016-03-24,403.168,25.198,4,0.2,Technology,Phones,West,Oregon,Corporate,DR-12880,Dan Reichenbach,4,2016,3,1
CA-2015-168480,2015-09-21,194.32,31.0912,4,0.0,Furniture,Bookcases,Central,Michigan,Corporate,DM-12955,Dario Medina,6,2015,9,3
CA-2015-168480,2015-09-21,25.99,7.5371,1,0.0,Office Supplies,Art,Central,Michigan,Corporate,DM-12955,Dario Medina,6,2015,9,3
US-2016-114293,2016-11-21,195.136,-12.196,4,0.2,Furniture,Chairs,West,Oregon,Consumer,JH-16180,Justin Hirsh,5,2016,11,4
CA-2017-134173,2017-09-16,20.736,7.2576,4,0.2,Office Supplies,Paper,East,Pennsylvania,Home Office,AB-10060,Adam Bellavance,5,2017,9,3
US-2015-123960,2015-06-11,53.7,10.203,6,0.0,Technology,Accessories,South,Louisiana,Consumer,BD-11605,Brian Dahlen,5,2015,6,2
US-2015-123960,2015-06-11,36.26,16.6796,7,0.0,Office Supplies,Binders,South,Louisiana,Consumer,BD-11605,Brian Dahlen,5,2015,6,2
US-2015-123960,2015-06-11,56.3,15.764,2,0.0,Office Supplies,Art,South,Louisiana,Consumer,BD-11605,Brian Dahlen,5,2015,6,2
US-2015-123960,2015-06-11,32.4,15.552,5,0.0,Office Supplies,Paper,South,Louisiana,Consumer,BD-11605,Brian Dahlen,5,2015,6,2
US-2015-123960,2015-06-11,29.16,10.7892,2,0.0,Furniture,Furnishings,South,Louisiana,Consumer,BD-11605,Brian Dahlen,5,2015,6,2
CA-2017-101749,2017-10-03,171.288,-6.4233,3,0.2,Furniture,Tables,West,California,Corporate,AS-10045,Aaron Smayling,5,2017,10,4
US-2016-147991,2016-05-05,16.72,3.344,5,0.2,Furniture,Furnishings,South,Tennessee,Consumer,ZD-21925,Zuschuss Donatelli,4,2016,5,2
CA-2017-149559,2017-09-11,12.96,6.2208,2,0.0,Office Supplies,Paper,West,California,Home Office,KF-16285,Karen Ferguson,1,2017,9,3
CA-2017-149559,2017-09-11,22.18,10.8682,2,0.0,Office Supplies,Envelopes,West,California,Home Office,KF-16285,Karen Ferguson,1,2017,9,3
CA-2017-149559,2017-09-11,2054.272,256.784,8,0.2,Furniture,Chairs,West,California,Home Office,KF-16285,Karen Ferguson,1,2017,9,3
CA-2015-135174,2015-04-30,1022.97,-255.7425,5,0.4,Technology,Phones,East,Ohio,Consumer,BP-11230,Benjamin Patterson,2,2015,4,2
CA-2017-125290,2017-11-06,13.9,3.614,5,0.0,Office Supplies,Art,Central,Minnesota,Home Office,CC-12430,Chuck Clark,4,2017,11,4
CA-2017-125290,2017-11-06,26.38,12.1348,1,0.0,Office Supplies,Paper,Central,Minnesota,Home Office,CC-12430,Chuck Clark,4,2017,11,4
CA-2014-137351,2014-09-30,43.176,13.4925,7,0.2,Office Supplies,Binders,West,Washington,Consumer,DB-13615,Doug Bickford,4,2014,9,3
CA-2017-121419,2017-04-02,411.8,70.006,2,0.0,Furniture,Tables,South,Georgia,Home Office,TC-21475,Tony Chapman,2,2017,4,2
CA-2017-121419,2017-04-02,360.0,129.6,4,0.0,Technology,Accessories,South,Georgia,Home Office,TC-21475,Tony Chapman,2,2017,4,2
US-2017-148054,2017-10-06,41.96,2.9372,2,0.0,Furniture,Furnishings,West,Idaho,Home Office,NZ-18565,Nick Zandusky,5,2017,10,4
US-2017-148054,2017-10-06,227.84,66.0736,4,0.0,Office Supplies,Appliances,West,Idaho,Home Office,NZ-18565,Nick Zandusky,5,2017,10,4
US-2017-148054,2017-10-06,37.94,18.2112,2,0.0,Office Supplies,Paper,West,Idaho,Home Office,NZ-18565,Nick Zandusky,5,2017,10,4
CA-2016-128517,2016-04-09,517.9,134.654,2,0.0,Technology,Phones,Central,Michigan,Home Office,SW-20350,Sean Wendt,5,2016,4,2
CA-2016-128517,2016-04-09,5.28,2.4288,2,0.0,Office Supplies,Binders,Central,Michigan,Home Office,SW-20350,Sean Wendt,5,2016,4,2
US-2015-100377,2015-08-28,2799.96,874.9875,5,0.2,Technology,Copiers,Central,Illinois,Corporate,TS-21370,Todd Sumrall,4,2015,8,3
CA-2017-131492,2017-10-19,8.96,4.3008,2,0.0,Office Supplies,Envelopes,West,California,Corporate,HH-15010,Hilary Holden,5,2017,10,4
CA-2017-131492,2017-10-19,31.5,15.12,10,0.0,Office Supplies,Labels,West,California,Corporate,HH-15010,Hilary Holden,5,2017,10,4
CA-2017-131492,2017-10-19,30.56,10.3904,2,0.0,Furniture,Furnishings,West,California,Corporate,HH-15010,Hilary Holden,5,2017,10,4
CA-2017-131492,2017-10-19,24.368,-3.3506,2,0.2,Furniture,Tables,West,California,Corporate,HH-15010,Hilary Holden,5,2017,10,4
CA-2016-144554,2016-11-07,119.976,22.4955,3,0.2,Technology,Accessories,East,Ohio,Corporate,DM-13345,Denise Monton,5,2016,11,4
